dataset,group,c,k,EPS,algorithm,num,div,time
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,2,103985.4288099999,3.176412746004644
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,3,122965.53799300006,3.2856420110038016
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,3,118937.93766699977,3.2722527279984206
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,4,118039.5105169999,3.4280686499987496
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,4,118039.5105169999,3.42379475600319
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,5,121694.29237999991,3.40482981299283
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,5,121694.29237999991,3.4373089830041863
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,6,121694.29237999991,3.426188101992011
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,6,121694.29237999991,3.4248977289971663
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,7,123529.84548699987,23.664482871012297
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,7,123529.84548699987,23.793849099994986
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,8,122965.53799300006,3.2756998950062552
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,8,120140.61580499996,3.2997857559967088
celebA_small,Age,2,10,0.005,scalable_fmmd_modified_greedy,9,121694.29237999991,3.417651174997445
celebA_small,Age,2,10,0.005,scalable_fmmd_ILP,9,121694.29237999991,3.4259725689917104
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,0,112804.01312200027,3.277139878991875
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,0,96139.09284999999,3.278623635007534
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,1,119663.80601100008,3.277467941996292
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,1,119663.80601100008,3.2811944730055984
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,2,119663.80601100008,3.2561975170101505
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,2,119663.80601100008,3.2563982630090322
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,3,123354.87987900013,3.394153333007125
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,3,123529.84548699987,3.4178651649999665
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,4,97286.2969610001,19.36368508799933
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,4,97286.2969610001,19.391927745004068
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,5,122965.53799300006,3.2564638160110917
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,5,121015.77337899998,3.266161484993063
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,6,121694.29237999991,3.2726838850066997
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,6,115122.1215510004,3.2776520369952777
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,7,122965.53799300006,3.2451375810051104
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,7,120140.61580499996,3.2589365699968766
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,8,125756.64916700011,3.3828166789899115
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,8,115344.71882800058,3.396347007001168
celebA_small,Age,2,10,0.01,scalable_fmmd_modified_greedy,9,125418.24816100011,3.2630248779896647
celebA_small,Age,2,10,0.01,scalable_fmmd_ILP,9,112819.24553099993,3.270739517000038
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,0,122965.53799300006,4.625914097996429
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,0,91700.76825200005,4.622265022000647
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,1,120334.69690799998,3.2428318279999075
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,1,120334.69690799998,3.263139864007826
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,2,123529.84548699987,3.2470815580018098
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,2,123529.84548699987,3.2391963779955404
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,3,121653.02960600013,3.3999954809987685
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,3,112819.24553099993,3.4096619519987144
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,4,93349.47535000004,3.1286245329974918
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,4,93349.47535000004,3.1337250219949055
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,5,129871.46701800016,3.4197169490071246
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,5,121155.1237640001,3.396289317999617
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,6,121766.46889200009,3.402223277997109
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,6,117405.03938200024,3.4250214399944525
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,7,119663.80601100008,3.3982719070045277
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,7,119663.80601100008,3.4017969699925743
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,8,123529.84548699987,3.258131363996654
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,8,119366.8426039999,3.2691812529956223
celebA_small,Age,2,10,0.05,scalable_fmmd_modified_greedy,9,127974.58948100015,3.384764392001671
celebA_small,Age,2,10,0.05,scalable_fmmd_ILP,9,116622.12212700017,3.3966861609951593
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,0,127845.42782099986,3.207702582993079
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,0,127845.42782099986,3.2113029250031104
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,1,121015.77337899998,3.411738756010891
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,1,98936.82228799992,3.407848478993401
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,2,122965.53799300006,3.2680613989941776
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,2,118524.1910760002,3.2892180110065965
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,3,119663.80601100008,3.2576018950057914
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,3,115122.1215510004,3.2701385029940866
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,4,121204.7082279997,3.322292564000236
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,4,121204.7082279997,3.323126413000864
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,5,123354.87987900013,3.263904242005083
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,5,118937.93766699977,3.2699112980044447
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,6,123594.52850400013,3.257672656996874
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,6,87589.60905100024,3.2656874079984846
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,7,120894.88036099994,3.413655882002786
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,7,124415.69289799976,3.4099832420033636
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,8,121653.02960600013,3.4000715630099876
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,8,112804.01312200027,3.417294787999708
celebA_small,Age,2,10,0.1,scalable_fmmd_modified_greedy,9,127974.58948100015,3.2348767389921704
celebA_small,Age,2,10,0.1,scalable_fmmd_ILP,9,127845.42782099986,3.258406189008383
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,0,122965.53799300006,3.4105281310039572
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,0,122965.53799300006,3.3991233500128146
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,1,129871.46701800016,3.39753832500719
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,1,118524.1910760002,3.418177718995139
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,2,124616.70213199996,3.1761319220095174
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,2,124616.70213199996,3.192637232990819
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,3,117486.20993199968,3.411075334995985
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,3,117486.20993199968,3.511198546999367
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,4,122965.53799300006,3.2776134549931157
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,4,121766.46889200009,3.3083574489864986
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,5,101666.94704199981,3.1436614679987542
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,5,101666.94704199981,3.148922427004436
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,6,89859.29143199985,3.142432770007872
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,6,89859.29143199985,3.1563650090101874
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,7,121845.2495669999,3.3144482710049488
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,7,121845.2495669999,3.3839352409995627
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,8,120387.5758170001,3.2977694849978434
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,8,118524.1910760002,3.31326162199548
celebA_small,Age,2,10,0.5,scalable_fmmd_modified_greedy,9,119663.80601100008,3.271890871008509
celebA_small,Age,2,10,0.5,scalable_fmmd_ILP,9,126727.07888299991,3.271525957999984
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,0,101682.36318699991,132.26144237699918
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,0,101682.36318699991,132.54516685201088
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,1,95482.43175600024,45.422958120005205
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,1,101139.39232099989,45.449767444995814
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,2,110101.66899699997,530.9811932480079
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,2,110101.66899699997,531.7428123380087
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,3,121845.2495669999,22.731773199004238
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,3,91469.78800900017,22.832380687003024
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,4,119663.80601100008,133.69143979100045
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,4,110598.6059249999,133.7530231970013
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,5,86082.91318700001,196.28641687099298
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,5,86082.91318700001,195.93356275100086
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,6,86862.62149499982,198.23618566000368
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,6,86862.62149499982,198.16332627099473
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,7,121944.40435199974,91.51247742999112
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,7,113522.70894799984,91.63872977800202
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,8,114639.47632400028,3.3171456159907393
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,8,93991.67649199998,3.3082621799985645
celebA_small,Both,4,10,0.001,scalable_fmmd_modified_greedy,9,91742.86679800016,12.587885358007043
celebA_small,Both,4,10,0.001,scalable_fmmd_ILP,9,91742.86679800016,12.61265162100608
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,0,87288.89422900022,7.657457641995279
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,0,87288.89422900022,7.632330742999329
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,1,113651.08439800004,53.986353446001885
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,1,94931.33262000003,53.96338717000617
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,2,124282.1653669999,27.979150450992165
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,2,111205.32092899986,27.850645629005157
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,3,115143.65379699977,4.051169059006497
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,3,112819.24553099993,4.044226764002815
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,4,118039.5105169999,2.9795661509997444
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,4,117405.03938200024,2.9754460559925064
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,5,108215.50085699974,2.9851474210008746
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,5,102776.45352799974,2.997275775996968
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,6,86862.62149499982,43.35301855299622
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,6,86862.62149499982,43.445860067993635
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,7,119226.42826099994,29.763201184003265
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,7,91527.51186899969,29.917744248989038
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,8,119663.80601100008,5.047668489001808
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,8,98114.64349100018,5.044731144997058
celebA_small,Both,4,10,0.005,scalable_fmmd_modified_greedy,9,124616.70213199996,24.64673977199709
celebA_small,Both,4,10,0.005,scalable_fmmd_ILP,9,104923.64509399982,24.578925157999038
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,0,104632.50059400016,3.028276551995077
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,0,100774.60333599988,3.0123952760040993
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,1,121845.2495669999,3.9921630509925308
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,1,92073.30235199991,4.0055499199952465
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,2,119663.80601100008,2.9389291730039986
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,2,88843.33339600005,2.948193571995944
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,3,94064.97191699987,22.439944466008455
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,3,94064.97191699987,22.4161217679939
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,4,121688.52974299986,27.90275390500028
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,4,113232.85341800006,27.96138326798973
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,5,85380.44386000006,35.314948525003274
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,5,85380.44386000006,35.288486398989335
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,6,86827.47469399987,26.575822188999155
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,6,86727.196452,26.611021407006774
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,7,113232.85341800006,3.288757018002798
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,7,88174.68060599972,3.2956996119901305
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,8,119663.80601100008,11.943932177004172
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,8,107685.995408,11.950025104000815
celebA_small,Both,4,10,0.01,scalable_fmmd_modified_greedy,9,105025.89625900006,3.384766388000571
celebA_small,Both,4,10,0.01,scalable_fmmd_ILP,9,113059.97379100007,3.3670997620065464
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,0,121845.2495669999,4.409173556996393
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,0,120334.69690799998,4.387303130002692
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,1,103582.6038650001,5.01459329300269
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,1,103582.6038650001,5.012878405992524
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,2,93625.66834999998,10.431062635005219
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,2,93625.66834999998,10.45454633999907
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,3,102577.36670999986,2.965186846005963
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,3,112819.24553099993,2.9764999260078184
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,4,93349.47535000004,2.939273085008608
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,4,93349.47535000004,2.946250006003538
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,5,121944.40435199974,3.84048793099646
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,5,121944.40435199974,3.826675725998939
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,6,122965.53799300006,4.341685714010964
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,6,119663.80601100008,4.357121828012168
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,7,119663.80601100008,2.956867646003957
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,7,92947.78620000024,2.963850837011705
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,8,124415.69289799976,4.389758721998078
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,8,118937.93766699977,4.385527829013881
celebA_small,Both,4,10,0.05,scalable_fmmd_modified_greedy,9,120894.88036099994,5.804383905007853
celebA_small,Both,4,10,0.05,scalable_fmmd_ILP,9,82464.86651499996,5.822423877994879
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,0,117456.01908999984,4.879843670991249
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,0,117456.01908999984,4.89356867299648
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,1,111876.37768500023,2.9573018770024646
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,1,112804.01312200027,2.9872154189943103
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,2,88599.21706799998,6.4343964199943
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,2,88599.21706799998,6.429380950008635
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,3,118937.93766699977,4.5708188059943495
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,3,120334.69690799998,4.58683811899391
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,4,122965.53799300006,7.688708044006489
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,4,89772.149039,7.676170453996747
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,5,123354.87987900013,4.625857803010149
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,5,119226.42826099994,4.657582744010142
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,6,106704.03640000001,3.4254132060013944
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,6,111129.3457290002,3.394698383999639
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,7,119226.42826099994,4.754140759992879
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,7,118937.93766699977,4.671362216991838
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,8,112356.28470499977,4.758824011005345
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,8,112356.28470499977,4.741770891996566
celebA_small,Both,4,10,0.1,scalable_fmmd_modified_greedy,9,107577.57980799983,3.2922143140021944
celebA_small,Both,4,10,0.1,scalable_fmmd_ILP,9,111205.32092899986,3.2926028310030233
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,0,102776.45352799974,2.9603936710045673
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,0,115267.41540100034,2.964274148995173
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,1,112819.24553099993,2.9617904640035704
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,1,118937.93766699977,2.953681675993721
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,2,82425.95275700014,5.272446974995546
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,2,93747.89854900017,5.266332858998794
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,3,50591.28772899999,4.867218746992876
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,3,50591.28772899999,4.8697583470057
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,4,105402.4789390001,3.2983664510102244
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,4,107070.06336400035,3.2981160229974193
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,5,77407.1185640001,5.106400703996769
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,5,97605.674975,5.092184434004594
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,6,50579.043246000016,3.8467863819969352
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,6,84450.02578400006,3.8497331629914697
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,7,95657.31916199978,4.5724281260045245
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,7,90601.2642229997,4.587303701002384
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,8,118290.42356899999,3.319575460991473
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,8,95482.43175600024,3.3256323109962977
celebA_small,Both,4,10,0.5,scalable_fmmd_modified_greedy,9,119132.05856200017,3.209790153996437
celebA_small,Both,4,10,0.5,scalable_fmmd_ILP,9,111521.696485,3.2109501240047393
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,0,4.7983254860469815,0.09045452999998815
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,1,4.469851022613842,0.09077833499759436
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,2,4.409821153550334,0.08288156600610819
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,3,4.847979928864805,0.08522759399784263
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,4,4.592886158689001,0.08386760900611989
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,5,4.768826314137368,0.0823716320010135
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,6,4.77986220798236,0.0789923410047777
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,7,4.408899631217408,0.08425704800174572
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,8,4.8764164158887215,0.07938136901066173
adult_small,Sex,2,10,0.001,scalable_fmmd_ILP,9,4.768826314137368,0.08298061099776533
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,0,4.820316946547602,0.08328278500994202
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,1,4.604732431887655,0.08531552899512462
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,2,4.605243121376438,0.08413358801044524
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,3,4.754686720766995,0.07908011401013937
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,4,4.7729873744402465,0.08611892099725083
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,5,4.636734999608129,0.08334998200007249
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,6,4.6638478715849,0.08285798100405373
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,7,4.522060965112036,0.08069463500578422
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,8,4.459830129549219,0.08189129400125239
adult_small,Sex,2,10,0.005,scalable_fmmd_ILP,9,4.595126815114573,0.08419295800558757
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,0,5.126610203396197,0.08297805600159336
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,1,4.408899631217408,0.08497923900722526
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,2,4.9698317114332955,0.0859591110056499
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,3,4.5382799099376845,0.08151177399849985
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,4,4.604732431887655,0.08256982199964114
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,5,4.567978249835588,0.08138615800999105
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,6,4.551318490938861,0.08259678298782092
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,7,4.8476987091115715,0.08739788399543613
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,8,4.8476987091115715,0.08256588499352802
adult_small,Sex,2,10,0.01,scalable_fmmd_ILP,9,4.768826314137368,0.08233698600088246
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,0,4.604109051830875,0.0880648300080793
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,1,4.8476987091115715,0.0827242719969945
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,2,4.937765973524971,0.07880292600020766
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,3,4.823435790938862,0.08625505599775352
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,4,4.8476987091115715,0.08271162801247556
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,5,5.153227671717406,0.08227452999562956
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,6,4.614927709947687,0.08399890600412618
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,7,4.408899631217408,0.08433111700287554
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,8,4.804041777505895,0.07902964000822976
adult_small,Sex,2,10,0.05,scalable_fmmd_ILP,9,4.6231855248847635,0.08745837600145023
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,0,4.773988345060554,0.08481879899045452
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,1,4.937765973524971,0.08256400100071914
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,2,4.744516564561979,0.08708765300980303
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,3,4.604109051830875,0.08434381100232713
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,4,4.604109051830875,0.08478281200223137
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,5,4.486838350723926,0.08488553400093224
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,6,4.629769979364634,0.08233831000688951
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,7,4.30259668169595,0.08597701499820687
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,8,4.453503247119508,0.08419823800795712
adult_small,Sex,2,10,0.1,scalable_fmmd_ILP,9,4.688062718364485,0.08263457400607876
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,0,4.551318490938861,0.08263627700216603
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,1,5.048218064187302,0.08417017500323709
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,2,4.794663589499163,0.08126234699739143
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,3,4.604109051830875,0.08491812499414664
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,4,4.408899631217408,0.08484310400672257
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,5,4.6231855248847635,0.08762222299992573
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,6,5.190896947742847,0.08397459100524429
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,7,4.431196175508708,0.08414299399009906
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,8,4.604109051830875,0.08447110898850951
adult_small,Sex,2,10,0.5,scalable_fmmd_ILP,9,4.723179814927757,0.08308471599593759
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,0,4.4056038852400246,0.93878047898761
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,1,4.072886514006743,3.877485353004886
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,2,4.172966442973632,2.3074232439976186
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,3,4.205880009318739,7.542071538002347
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,4,3.8182613681796327,7.68390805600211
adult_small,Race,5,10,0.001,scalable_fmmd_ILP,5,4.072886514006743,11.348184413000126
