k,required points per color,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White
20,4,0.0,0.2,0.2,0.4,0.4
40,8,0.6,1.4,1.2000000000000002,0.0,0.4
60,12,0.4,0.4,1.2,0.0,0.4
80,16,1.4,0.4,1.0,0.0,0.0
100,20,0.0,0.4,0.4,1.4,0.0
