k,required points per color,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White
22,14,0.0,0.2,0.0,0.0,2.4
39,27,0.2,0.0,0.0,0.0,1.6
57,41,0.0,0.0,0.0,0.0,1.8000000000000003
75,54,0.0,0.0,0.0,0.0,0.4
93,68,0.0,0.0,0.0,0.0,2.0
