k,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White
22,0.0,0.0,0.0,0.0,28.571428571428573
39,0.0,0.0,0.0,0.0,22.22222222222222
57,0.0,0.0,0.0,0.0,17.073170731707318
75,0.0,0.0,0.0,0.0,3.7037037037037037
93,0.0,0.0,0.0,0.0,0.0
