k,Amer-Indian-Eskimo_Female,Amer-Indian-Eskimo_Male,Asian-Pac-Islander_Female,Asian-Pac-Islander_Male,Black_Female,Black_Male,Other_Female,Other_Male,White_Female,White_Male
24,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
42,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90909090909091
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7735849056603774
