k,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White
22,0.0,0.0,0.0,0.0,7.142857142857143
39,0.0,0.0,0.0,0.0,11.11111111111111
57,0.0,0.0,0.0,0.0,29.26829268292683
75,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,11.764705882352942
