k,American Indian/Alaska Native,Asian,Black/African American,Native Hawaiian/Other Pacific Islander,White
22,0.0,0.0,0.0,0.0,14.285714285714286
39,100.0,0.0,0.0,0.0,11.11111111111111
57,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,4.411764705882353
