k,required points per color,0,1,10,11,12,13,2,3,4,5,6,7,8,9
28,2,0.0,0.0,0.0,0.4,0.1,0.1,0.4,0.6,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004
42,3,0.0,0.30000000000000004,0.5,0.2,0.1,0.0,0.4,0.5,0.2,0.4,0.0,0.1,0.2,0.30000000000000004
70,5,0.30000000000000004,0.0,0.5,0.0,0.2,0.0,0.1,0.4,0.4,0.2,0.0,0.2,0.1,1.1
84,6,0.8,0.0,0.6,0.2,0.1,0.0,0.0,0.6000000000000001,0.0,0.4,0.0,0.4,0.0,0.4
112,8,0.7,0.0,0.30000000000000004,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.0,0.4,0.0,0.1
